iter	Passed	Remaining
927	13816	1071
928	13831	1057
929	13842	1041
930	13857	1027
931	13872	1012
932	13886	997
933	13901	982
934	13915	967
935	13930	952
936	13944	937
937	13958	922
938	13972	907
939	13989	892
940	14004	878
941	14019	863
942	14034	848
943	14048	833
944	14064	818
945	14087	804
946	14100	789
947	14114	774
948	14135	759
949	14154	744
950	14170	730
951	14187	715
952	14206	700
953	14230	686
954	14242	671
955	14252	655
956	14266	641
957	14278	626
958	14292	611
959	14302	595
960	14316	581
961	14331	566
962	14345	551
963	14359	536
964	14368	521
965	14383	506
966	14396	491
967	14412	476
968	14427	461
969	14443	446
970	14455	431
971	14469	416
972	14484	401
973	14499	387
974	14515	372
975	14529	357
976	14543	342
977	14553	327
978	14563	312
979	14573	297
980	14582	282
981	14595	267
982	14608	252
983	14618	237
984	14634	222
985	14650	208
986	14662	193
987	14675	178
988	14689	163
989	14703	148
990	14717	133
991	14730	118
992	14742	103
993	14753	89
994	14767	74
995	14780	59
996	14792	44
997	14805	29
998	14819	14
999	14831	0
